id,gateID,type,levelLimit,initPeople,initCamp,expressIndex,aiType,isModesTag,isModeTag,scoreSpeed,CreepsPoint,TrapPoint,text
111005,1110,1003,4,5,0,0,1110003+1110004+3005+3006+3007,0,0,0,0,0,0
111006,1110,1004,4,10,0,0,1110003+1110004+3005+3006+3007,0,0,0,0,0,0
111007,1110,2002,4,20,0,0,1110001+1110002+1110003+1110004+3005+3006+3007,0,0,0,0,0,0
111008,1110,1004,4,60,1,1,1110004+1110003+1110002+3005+3006+3007,0,0,0,0,0,0
111009,1110,1004,4,5,0,0,1110004+1110003+1110002+3005+3006+3007,0,0,0,0,0,0
111010,1110,1004,4,5,0,0,1110004+1110003+1110002+3005+3006+3007,0,0,0,0,0,0
111011,1110,1004,4,60,1,1,1110004+1110003+1110002+3005+3006+3007,0,0,0,0,0,0
112001,1120,1002,4,25,1,1,1120001+3001+3002+3003,0,0,0,0,0,0
112002,1120,1001,4,20,1,1,1120001+3001+3002+3003,0,0,0,0,0,0
112003,1120,1003,4,25,2,2,1120001+1120003+1120004+3005+3006+3007,0,0,0,0,0,0
112004,1120,1002,4,25,1,1,1120001+1120003+3001+3002+3003,0,0,0,0,0,0
112005,1120,2003,3,30,2,2,1120003+1120004+3005+3006+3007,0,0,0,0,0,0
112006,1120,1002,4,25,1,1,1120002+1120003+3001+3002+3003,0,0,0,0,0,0
112007,1120,1003,4,25,2,2,1120002+1120003+1120004+3005+3006+3007,0,0,0,0,0,0
112008,1120,1001,4,20,1,1,1120002+3001+3002+3003,0,0,0,0,0,0
112009,1120,1002,4,25,1,1,1120002+3001+3002+3003,0,0,0,0,0,0
113001,1130,1003,4,40,1,1,1130001+1130002+1130003+1130006,0,0,0,0,0,0
113002,1130,1003,4,5,0,0,1130001+1130002+1130003+1130006,0,0,0,0,0,0
113003,1130,1003,4,40,1,1,1130001+1130002+1130003+1130006,0,0,0,0,0,0
113004,1130,3000,1,5,0,0,1130001+1130002+1130003+1130006+1130007,0,0,0,0,0,0
113005,1130,3000,1,5,0,0,1130001+1130002+1130003+1130006+1130007,0,0,0,0,0,0
113006,1130,1002,4,30,2,2,1130001+1130002+1130003+1130006+1130004,0,0,0,0,0,0
113007,1130,1002,4,20,0,0,1130001+1130002+1130003+1130006,0,0,0,0,0,0
113008,1130,1002,4,30,2,2,1130001+1130002+1130003+1130006+1130004,0,0,0,0,0,0
113009,1130,4001,1,5,9,9,0,0,0,0,113009,0,0
113010,1130,4001,1,5,9,9,0,0,0,0,113010,0,0
114001,1140,1003,4,45,1,1,1140005+1140004+1140003+3001+3002+3003,0,0,0,0,0,0
114002,1140,1003,4,45,1,1,1140005+1140004+1140003+3001+3002+3003,0,0,0,0,0,0
114003,1140,1003,4,5,0,0,1140005+1140004+1140003+1140002+1140001+3001+3002+3003,0,0,0,0,0,0
114004,1140,3000,4,5,0,0,1140005+1140003+1140002+1140001+3001+3002+3003,0,0,0,0,0,0
114005,1140,1002,4,25,1,1,1140005+1140004+1140003+3001+3002+3003,0,0,0,0,0,0
114006,1140,1002,4,25,0,0,1140005+1140004+1140003+1140002+1140001+3001+3002+3003,0,0,0,0,0,0
114007,1140,3000,4,15,0,0,1140005+1140004+1140003+1140002+1140001+3001+3002+3003,0,0,0,0,0,0
114008,1140,3000,4,20,2,2,1140001+3005+3006+3007,0,0,0,0,0,0
114009,1140,1003,4,40,2,2,1140001+1140003+1140004+3005+3006+3007,0,0,0,0,0,0
114010,1140,1002,4,30,2,2,1140002+1140003+1140004+3005+3006+3007,0,0,0,0,0,0
114011,1140,4001,4,1,9,0,0,0,0,0,114011,0,0
114012,1140,4001,4,1,9,0,0,0,0,0,114012,0,0
115001,1150,1004,4,60,1,1,1150005+1150004+1150003+1150002+3001+3002+3003,0,0,0,0,0,0
115002,1150,1003,4,60,1,1,1150005+1150004+1150003+1150002+3001+3002+3003,0,0,0,0,0,0
115003,1150,1003,4,10,0,0,1150005+1150004+1150003+1150002+3001+3002+3003,0,0,0,0,0,0
115004,1150,2002,4,15,0,0,1150005+1150004+1150001+1150002+1150003+3001+3002+3003,0,0,0,0,0,0
115005,1150,3000,4,5,0,0,1150005+1150004+1150003+1150002,0,0,0,0,0,0
115006,1150,1004,4,5,0,0,1150005+1150004+1150001+1150002+1150003+3001+3002+3003,0,0,0,0,0,0
115007,1150,1002,4,25,0,0,1150005+1150004+1150001+1150002+1150003+3001+3002+3003,0,0,0,0,0,0
115008,1150,3000,4,10,2,2,1150004+1150001+1150002+1150003,0,0,0,0,0,0
115009,1150,2002,4,15,0,0,1150005+1150001+1150002+1150003+3001+3002+3003,0,0,0,0,0,0
115010,1150,1003,4,35,2,2,1150001+1150002+3005+3006+3007,0,0,0,0,0,0
115011,1150,1002,4,20,0,0,1150001+1150002+3001+3002+3003,0,0,0,0,0,0
115012,1150,1003,4,35,2,2,1150001+1150002+3005+3006+3007,0,0,0,0,0,0
115013,1150,4001,4,3,9,0,0,0,0,0,115013,0,0
115014,1150,4001,4,3,9,0,0,0,0,0,115014,0,0
116001,1160,1002,4,25,1,1,1160001+1160005+1160006+3001+3002+3003,0,0,0,0,0,0
116002,1160,1002,4,25,1,1,1160001+1160005+1160006+3001+3002+3003,0,0,0,0,0,0
116003,1160,3000,4,5,0,0,1160001+1160005+1160006,0,0,0,0,0,0
116004,1160,1001,4,10,2,2,1160001+1160005+1160004+1160006+3001+3002+3003,0,0,0,0,0,0
116005,1160,4001,4,5,9,9,0,0,0,0,116005,0,0
116006,1160,1003,4,20,2,2,1160001+1160005+1160004+1160006+3005+3006+3007,0,0,0,0,0,0
116007,1160,1003,4,35,1,1,1160002+1160005+1160004+1160006+3001+3002+3003,0,0,0,0,0,0
116008,1160,1004,4,40,2,2,1160001+1160002+1160003+1160004+1160005+1160006+3001+3002+3003,0,0,0,0,0,0
116009,1160,1003,4,35,1,1,1160002+1160005+1160004+1160006+3001+3002+3003,0,0,0,0,0,0
116010,1160,1003,4,25,2,2,1160003+1160005+1160004+1160006+3005+3006+3007,0,0,0,0,0,0
116011,1160,4001,4,5,9,9,0,0,0,0,116011,0,0
116012,1160,1001,4,20,2,2,1160003+1160005+1160006+3001+3002+3003,0,0,0,0,0,0
116013,1160,3000,4,5,0,0,1160003+1160005+1160004+1160006,0,0,0,0,0,0
116014,1160,1002,4,25,1,1,1160003+1160005+1160006+3001+3002+3003,0,0,0,0,0,0
116015,1160,1002,4,25,1,1,1160003+1160005+1160006+3005+3006+3007,0,0,0,0,0,0
117001,1170,1003,4,40,1,1,1170001+1170004+3001+3002+3003,0,0,0,0,0,0
117002,1170,1003,4,40,1,1,1170001+1170004+3001+3002+3003,0,0,0,0,0,0
117003,1170,1002,4,20,2,2,1170001+1170004+1170006+3005+3006+3007,0,0,0,0,0,0
117004,1170,3000,4,5,0,0,1170004+1170006,0,0,0,0,0,0
117005,1170,1002,4,15,2,2,1170001+1170004+1170006+3005+3006+3007,0,0,0,0,0,0
117006,1170,1003,4,30,2,2,1170004+1170005+1170006+1170007+3005+3006+3007,0,0,0,0,0,0
117007,1170,3000,4,10,0,0,1170004+1170005+1170006+1170007,0,0,0,0,0,0
117008,1170,1003,4,30,2,2,1170004+1170005+1170006+1170007+3005+3006+3007,0,0,0,0,0,0
117009,1170,1002,4,15,2,2,1170002+1170005+1170006+3005+3006+3007,0,0,0,0,0,0
117010,1170,3000,4,30,0,0,1170002+1170003+1170005+1170006,0,0,0,0,0,0
117011,1170,1002,4,20,2,2,1170003+1170005+1170006+3005+3006+3007,0,0,0,0,0,0
117012,1170,1002,4,30,1,1,1170002+1170003+1170005+3001+3002+3003,0,0,0,0,0,0
117013,1170,1002,4,30,1,1,1170002+1170003+1170005+3001+3002+3003,0,0,0,0,0,0
117014,1170,1002,4,30,1,1,1170002+1170003+1170005+3001+3002+3003,0,0,0,0,0,0
118001,1180,1003,4,35,1,1,1180001+1180002+1180003,0,0,0,0,0,0
118002,1180,1003,4,35,1,1,1180001+1180002+1180003,0,0,0,0,0,0
118003,1180,1003,4,10,0,0,1180001+1180002+1180003+1180006,0,0,0,0,0,0
118004,1180,3000,1,10,0,0,1180001+1180002+1180003+1180006,0,0,0,0,0,0
118005,1180,1002,4,25,2,2,1180001+1180002+1180003+1180004+1180005+1180006,0,0,0,0,0,0
118006,1180,1002,4,25,2,2,1180001+1180002+1180003+1180004+1180005+1180006,0,0,0,0,0,0
118007,1180,1002,4,25,2,2,1180001+1180002+1180003+1180004+1180005+1180006,0,0,0,0,0,0
118008,1180,3000,1,10,0,0,1180001+1180002+1180003+1180006,0,0,0,0,0,0
118009,1180,1003,4,10,0,0,1180001+1180002+1180003+1180006,0,0,0,0,0,0
118010,1180,1003,4,35,1,1,1180001+1180002+1180003,0,0,0,0,0,0
118011,1180,1003,4,35,1,1,1180001+1180002+1180003,0,0,0,0,0,0
119001,1190,1003,4,15,0,0,1190001+1190003+1190004+3001+3002+3003,0,0,0,0,0,0
119002,1190,1002,4,25,2,2,1190001+1190003+1190004+3005+3006+3007+2105+2106,0,0,0,0,0,0
119003,1190,1002,4,20,2,2,1190001+1190003+1190004+3005+3006+3007+2105+2106,0,0,0,0,0,0
119004,1190,1002,4,20,0,0,1190001+1190003+1190004+3001+3002+3003,0,0,0,0,0,0
119005,1190,1003,4,5,0,0,1190003+1190004+1190005+3001+3002+3003,0,0,0,0,0,0
119006,1190,4001,4,1,9,9,0,0,0,0,119006,0,0
119007,1190,2003,4,90,1,1,1190003+1190004+1190005+3001+3002+3003,0,0,0,0,0,0
119008,1190,3000,4,10,0,0,1190003+1190004+1190005+3001+3002+3003,0,0,0,0,0,0
119009,1190,2003,4,90,1,1,1190003+1190004+1190005+3001+3002+3003,0,0,0,0,0,0
119010,1190,4001,4,1,9,9,0,0,0,0,119010,0,0
119011,1190,1003,4,5,0,0,1190003+1190004+1190005+3001+3002+3003,0,0,0,0,0,0
119012,1190,1002,4,20,0,0,1190002+1190003+1190004+3001+3002+3003,0,0,0,0,0,0
119013,1190,1002,4,20,2,2,1190002+1190003+1190004+3005+3006+3007+2105+2106,0,0,0,0,0,0
119014,1190,1003,4,30,2,2,1190002+1190003+1190004+3005+3006+3007+2105+2106,0,0,0,0,0,0
119015,1190,1003,4,15,0,0,1190002+1190003+1190004+3001+3002+3003,0,0,0,0,0,0
120001,1200,1002,4,15,2,2,1200004+1200008+1200010+3005+3006+3007,0,0,0,0,0,0
120002,1200,1003,4,20,2,2,1200004+1200008+1200010+3005+3006+3007,0,0,0,0,0,0
120003,1200,1002,4,15,2,2,1200006+1200007+1200001+1200004+1200010+3001+3002+3003,0,0,0,0,0,0
120004,1200,1002,4,15,2,2,1200006+1200007+1200006+1200007+1200001+1200004+1200010+2110+2111+3001+3002+3003,0,0,0,0,0,0
120005,1200,1002,4,15,2,2,1200006+1200007+1200006+1200007+1200001+1200004+1200010+2110+2111+3001+3002+3003,0,0,0,0,0,0
120006,1200,1002,4,10,0,0,1200003+1200006+1200007+1200010+3001+3002+3003,0,0,0,0,0,0
120007,1200,1003,4,15,0,0,1200003+1200006+1200007+1200010+3001+3002+3003,0,0,0,0,0,0
120008,1200,1004,4,80,1,1,1200006+1200007+1200010+3001+3002+3003,0,0,0,0,0,0
120009,1200,2003,4,100,1,1,1200006+1200007+1200010+3001+3002+3003,0,0,0,0,0,0
120010,1200,1004,4,80,1,1,1200006+1200007+1200010+3001+3002+3003,0,0,0,0,0,0
120011,1200,1003,4,15,0,0,1200003+1200006+1200007+1200010+3001+3002+3003,0,0,0,0,0,0
120012,1200,1002,4,10,0,0,1200003+1200006+1200007+1200010+3001+3002+3003,0,0,0,0,0,0
120013,1200,1002,4,10,2,2,1200006+1200007+1200002+1200005+1200010+2110+2111+3001+3002+3003,0,0,0,0,0,0
120014,1200,1002,4,10,2,2,1200006+1200007+1200002+1200005+1200010+2110+2111+3001+3002+3003,0,0,0,0,0,0
120015,1200,1002,4,10,2,2,1200005+1200009+1200010+3005+3006+3007,0,0,0,0,0,0
120016,1200,1002,4,15,2,2,1200005+1200009+1200010+3005+3006+3007,0,0,0,0,0,0
120017,1200,1002,4,10,2,2,1200006+1200007+1200002+1200005+1200010+3001+3002+3003,0,0,0,0,0,0
121001,1210,1003,4,30,2,2,1210004+1210005+1210007+1210001+3005+3006+3007,0,0,0,0,0,0
121002,1210,1004,4,30,2,2,1210004+1210005+1210007+1210001+3005+3006+3007,0,0,0,0,0,0
121003,1210,1002,4,25,2,2,1210004+1210005+1210007+1210001+3005+3006+3007,0,0,0,0,0,0
121004,1210,1003,4,25,0,0,1210004+1210005+1210007+1210001+1210003+2105+2106+3001+3002+3003,0,0,0,0,0,0
121005,1210,3000,4,15,0,0,1210009+1210004+1210005+1210001+1210003,0,0,0,0,0,0
121006,1210,3000,4,20,0,0,1210009+1210004+1210005+1210001+1210003,0,0,0,0,0,0
121007,1210,1003,4,25,0,0,1210007+1210004+1210005+1210001+1210003+2105+2106+3001+3002+3003,0,0,0,0,0,0
121008,1210,1003,4,35,2,2,1210007+1210005+1210006+1210008+1210001+1210004+2105+2106+3005+3006+3007,0,0,0,0,0,0
121009,1210,1003,4,35,2,2,1210007+1210005+1210006+1210008+1210001+1210004+2105+2106+3005+3006+3007,0,0,0,0,0,0
121010,1210,1004,4,10,0,0,1210008+1210005+1210006+1210003+1210002+2105+2106+3001+3002+3003,0,0,0,0,0,0
121011,1210,3000,4,10,0,0,1210009+1210005+1210006+1210002+1210003,0,0,0,0,0,0
121012,1210,3000,4,20,1,1,1210009+1210005+1210006+1210002+1210003,0,0,0,0,0,0
121013,1210,1003,4,60,1,1,1210008+1210005+1210006+1210002+1210003+3001+3002+3003,0,0,0,0,0,0
121014,1210,1004,4,60,1,1,1210008+1210005+1210006+1210002+1210003+3001+3002+3003,0,0,0,0,0,0
122001,1220,3000,4,20,0,0,1220001+1220003+3001+3002+3003,0,0,0,0,0,0
122002,1220,1003,4,15,0,0,1220004+1220005+1220007+3001+3002+3003,0,0,0,0,0,0
122003,1220,1003,4,25,0,0,1220001+1220003+1220006+2105+2106+3001+3002+3003,0,0,0,0,0,0
122004,1220,1003,4,30,2,2,1220001+1220003+1220004+1220005+1220006+1220007+2105+2106+3005+3006+3007,0,0,0,0,0,0
122005,1220,1004,4,60,1,1,1220004+1220005+1220006+1220007+2105+2106+3001+3002+3003,0,0,0,0,0,0
122006,1220,1002,4,20,2,2,1220001+1220003+1220004+1220005+1220006+2105+2106+3005+3006+3007,0,0,0,0,0,0
122007,1220,4001,4,1,9,9,0,0,0,0,122007,0,0
122008,1220,1004,4,40,2,2,1220001+1220002+1220003+1220006+1220009+2105+2106+3005+3006+3007,0,0,0,0,0,0
122009,1220,3000,4,15,0,0,1220001+1220002+1220003+1220004+1220005+1220006+2105+2106+3001+3002+3003,0,0,0,0,0,0
122010,1220,3000,4,10,0,0,1220004+1220005+1220006+3001+3002+3003,0,0,0,0,0,0
122011,1220,4001,4,1,9,9,0,0,0,0,122011,0,0
122012,1220,1003,4,20,2,2,1220002+1220003+1220004+1220005+1220006+2105+2106+3005+3006+3007,0,0,0,0,0,0
122013,1220,1002,4,30,2,2,1220002+1220003+1220006+1220008+2105+2106+3005+3006+3007,0,0,0,0,0,0
122014,1220,1004,4,60,1,1,1220004+1220005+1220006+1220008+2105+2106+3001+3002+3003,0,0,0,0,0,0
122015,1220,1003,4,25,0,0,1220002+1220003+1220004+1220005+1220006+2105+2106+3001+3002+3003,0,0,0,0,0,0
122016,1220,3000,4,20,0,0,1220002+1220003,0,0,0,0,0,0
122017,1220,1003,4,15,0,0,1220004+1220005+1220008+3001+3002+3003,0,0,0,0,0,0
122018,1220,4001,4,1,9,9,0,0,0,0,122018,0,0
122019,1220,4001,4,1,9,9,0,0,0,0,122019,0,0
123001,1230,3000,4,20,0,0,1230003+1230007,0,0,0,0,0,0
123002,1230,1003,4,10,0,0,1230003+1230007+3001+3002+3003,0,0,0,0,0,0
123003,1230,1004,4,15,0,0,1230003+1230004+1230005+1230006+2105+2106+3001+3002+3003,0,0,0,0,0,0
123004,1230,2003,4,60,1,1,1230003+1230007,0,0,0,0,0,0
123005,1230,1003,4,20,0,0,1230003+1230007+3001+3002+3003,0,0,0,0,0,0
123006,1230,1003,4,60,1,1,1230003+1230007+2105+2106+3001+3002+3003,0,0,0,0,0,0
123007,1230,1004,4,10,0,0,1230003+1230004+1230005+2105+2106+3001+3002+3003,0,0,0,0,0,0
123008,1230,1002,4,15,0,0,1230001+1230004+1230006+2105+2106+3001+3002+3003,0,0,0,0,0,0
123009,1230,2003,4,10,0,0,1230003+1230004+1230005+2105+2106+3001+3002+3003,0,0,0,0,0,0
123010,1230,3000,4,10,0,0,1230003+1230004+3001+3002+3003,0,0,0,0,0,0
123011,1230,1004,4,10,0,0,1230003+1230004+1230005+2105+2106+3001+3002+3003,0,0,0,0,0,0
123012,1230,1004,4,30,2,2,1230001+1230002+1230008+2105+2106+3005+3006+3007,0,0,0,0,0,0
123013,1230,1003,4,15,0,0,1230001+1230002+1230008+3001+3002+3003,0,0,0,0,0,0
123014,1230,1004,4,20,0,0,1230001+1230004+1230005+1230006+2105+2106+3001+3002+3003,0,0,0,0,0,0
123015,1230,3000,4,30,2,2,1230001+1230002+1230008+2105+2106,0,0,0,0,0,0
123016,1230,1003,4,20,2,2,1230001+1230002+1230008+3001+3002+3003,0,0,0,0,0,0
123017,1230,1003,4,20,0,0,1230001+1230002+1230008+2105+2106+3001+3002+3003,0,0,0,0,0,0
124001,1240,1004,4,55,2,2,1240001+1240002+1240006+1240008+3001+3002+3003,0,0,0,0,0,0
124002,1240,2003,4,35,2,2,1240001+1240006,0,0,0,0,0,0
124003,1240,2003,4,35,2,2,1240002+1240006,0,0,0,0,0,0
124004,1240,1003,4,10,0,0,1240001+1240002+1240004+1240008+1240009+2105+2106+3001+3002+3003,0,0,0,0,0,0
124005,1240,1003,4,15,0,0,1240001+1240004+1240006+1240008+3001+3002+3003,0,0,0,0,0,0
124006,1240,1003,4,15,0,0,1240002+1240004+1240006+1240008+3001+3002+3003,0,0,0,0,0,0
124007,1240,2002,4,10,0,0,1240003+1240004+1240008+1240009+2105+2106+3005+3006+3007,0,0,0,0,0,0
124008,1240,1003,4,20,0,0,1240001+1240006+1240008+3001+3002+3003,0,0,0,0,0,0
124009,1240,4001,4,1,9,9,0,0,0,0,124009,0,0
124010,1240,3000,4,20,0,0,1240004+1240005+1240008+2105+2106+1240009,0,0,0,0,0,0
124011,1240,1003,4,5,0,0,1240002+1240007+1240008+3001+3002+3003,0,0,0,0,0,0
124012,1240,1003,4,15,0,0,1240005+1240007+1240008+3001+3002+3003,0,0,0,0,0,0
124013,1240,4001,4,1,9,9,0,0,0,0,124013,0,0
124014,1240,1003,4,20,0,0,1240003+1240005+1240007+1240008+3001+3002+3003,0,0,0,0,0,0
124015,1240,2002,4,10,0,0,1240005+1240008+1240009+2105+2106+3005+3006+3007,0,0,0,0,0,0
124016,1240,1004,4,15,0,0,1240003+1240005+1240007+1240008+3001+3002+3003,0,0,0,0,0,0
124017,1240,1003,4,30,1,1,1240003+1240005+1240008+1240009+2105+2106+3001+3002+3003,0,0,0,0,0,0
124018,1240,3000,4,5,0,0,1240003+1240007,0,0,0,0,0,0
124019,1240,1003,4,40,1,1,1240003+1240005+1240007+3001+3002+3003,0,0,0,0,0,0
124020,1240,4001,4,1,9,9,0,0,0,0,124020,0,0
124021,1240,4001,4,1,9,9,0,0,0,0,124021,0,0
125001,1250,1002,4,20,1,1,1250005+1250008+3001+3002+3003,0,0,0,0,0,0
125002,1250,1003,4,15,0,0,1250005+1250008+3001+3002+3003,0,0,0,0,0,0
125003,1250,1002,4,25,1,1,1250005+1250001+1250002+2105+2106+3001+3002+3003,0,0,0,0,0,0
125004,1250,1003,4,15,0,0,1250001+1250002+1250003+1250005+1250007+3001+3002+3003,0,0,0,0,0,0
125005,1250,1002,4,20,2,2,1250001+1250002+1250004+1250005+1250007+3001+3002+3003,0,0,0,0,0,0
125006,1250,1001,4,5,1,1,1250010+1250001+1250002+1250003+1250004+1250005+2105+2106+3005+3006+3007,0,0,0,0,0,0
125007,1250,1002,4,20,2,2,1250001+1250002+1250003+1250007+3001+3002+3003,0,0,0,0,0,0
125008,1250,3000,4,25,0,0,1250001+1250002+1250004+3001+3002+3003,0,0,0,0,0,0
125009,1250,1002,4,10,1,1,1250010+1250001+1250002+1250003+2105+2106+3005+3006+3007,0,0,0,0,0,0
125010,1250,1005,4,120,2,2,1250001+1250002+1250003+1250004+2105+2106+3001+3002+3003,0,0,0,0,0,0
125011,1250,1002,4,10,1,1,1250010+1250001+1250002+1250004+2105+2106+3005+3006+3007,0,0,0,0,0,0
125012,1250,1001,4,5,1,1,1250010+1250001+1250002+1250003+1250004+1250006+2105+2106+3005+3006+3007,0,0,0,0,0,0
125013,1250,3000,4,25,0,0,1250001+1250002+1250003+1250006+3001+3002+3003,0,0,0,0,0,0
125014,1250,1002,4,5,0,0,1250001+1250002+1250004+1250006+1250007+3001+3002+3003,0,0,0,0,0,0
125015,1250,1002,4,25,1,1,1250001+1250002+1250006+3001+3002+3003,0,0,0,0,0,0
125016,1250,1003,4,15,0,0,1250006+1250009+3001+3002+3003,0,0,0,0,0,0
125017,1250,1002,4,20,1,1,1250006+1250009+3001+3002+3003,0,0,0,0,0,0
126001,1260,1001,4,10,1,1,1260010+1260003+1260007+3001+3002+3003+2105+2106,0,0,0,0,0,0
126002,1260,1004,4,70,2,2,1260001+1260011+1260007+3005+3006+3007+2105+2106,0,0,0,0,0,0
126003,1260,1002,4,10,1,1,1260010+1260003+1260005+1260009+3001+3002+3003+2105+2106,0,0,0,0,0,0
