id,name,icon,type,class,openLevel,activateType,effectType,openAttr,soul,level,mainAttr,sideAttr,mainAttr2,sideAttr2,buildLevel,stuff,vipLevel,needLevel,desc
20303,不屈,ui/Icon3/danbaofan.png,2,2,6,1,0,1,1,3,1300,60,600,60,0,100100*7+100113*60,0,10,#[color=3A3A3A_size=24]每60秒建筑防御增加6##[color=3A3A3A_size=24]点(副本闯关增加13##[color=3A3A3A_size=24]点)#
20304,不屈,ui/Icon3/danbaofan.png,2,2,6,1,0,1,1,4,1650,60,800,60,0,100100*13+100113*96,0,15,#[color=3A3A3A_size=24]每60秒建筑防御增加8##[color=3A3A3A_size=24]点(副本闯关增加16.5##[color=3A3A3A_size=24]点)#
20305,不屈,ui/Icon3/danbaofan.png,2,2,6,1,0,1,1,5,2050,60,1000,60,0,100100*24+100113*144,0,20,#[color=3A3A3A_size=24]每60秒建筑防御增加10##[color=3A3A3A_size=24]点(副本闯关增加20.5##[color=3A3A3A_size=24]点)#
20306,不屈,ui/Icon3/danbaofan.png,2,2,6,1,0,1,1,6,2500,60,1200,60,0,100100*48+100113*192+100211*6,0,25,#[color=3A3A3A_size=24]每60秒建筑防御增加12##[color=3A3A3A_size=24]点(副本闯关增加25##[color=3A3A3A_size=24]点)#
20307,不屈,ui/Icon3/danbaofan.png,2,2,6,1,0,1,1,7,4000,60,1500,60,0,100100*96+100113*288+100211*12,0,30,#[color=3A3A3A_size=24]每60秒建筑防御增加15##[color=3A3A3A_size=24]点(副本闯关增加40##[color=3A3A3A_size=24]点)#
20401,舍己,ui/Icon3/wudongmian.png,2,2,6,1,0,1,0,1,200,100,100,100,0,100100*1+100114*3,0,1,#[color=3A3A3A_size=24]防守时己方建筑内每死亡100个小兵增加1##[color=3A3A3A_size=24]点防御##[color=3A3A3A_size=24](副本闯关增加2##[color=3A3A3A_size=24]点)#
20402,舍己,ui/Icon3/wudongmian.png,2,2,6,1,0,1,0,2,220,100,110,100,0,100100*3+100114*9,0,8,#[color=3A3A3A_size=24]防守时己方建筑内每死亡100个小兵增加1.1##[color=3A3A3A_size=24]点防御##[color=3A3A3A_size=24](副本闯关增加2.2##[color=3A3A3A_size=24]点)#
20403,舍己,ui/Icon3/wudongmian.png,2,2,6,1,0,1,0,3,250,100,120,100,0,100100*7+100114*15,0,10,#[color=3A3A3A_size=24]防守时己方建筑内每死亡100个小兵增加1.2##[color=3A3A3A_size=24]点防御##[color=3A3A3A_size=24](副本闯关增加2.5##[color=3A3A3A_size=24]点)#
20404,舍己,ui/Icon3/wudongmian.png,2,2,6,1,0,1,0,4,280,100,140,100,0,100100*13+100114*24,0,15,#[color=3A3A3A_size=24]防守时己方建筑内每死亡100个小兵增加1.4##[color=3A3A3A_size=24]点防御##[color=3A3A3A_size=24](副本闯关增加2.8##[color=3A3A3A_size=24]点)#
20405,舍己,ui/Icon3/wudongmian.png,2,2,6,1,0,1,0,5,310,100,150,100,0,100100*24+100114*36,0,20,#[color=3A3A3A_size=24]防守时己方建筑内每死亡100个小兵增加1.5##[color=3A3A3A_size=24]点防御##[color=3A3A3A_size=24](副本闯关增加3.1##[color=3A3A3A_size=24]点)#
20406,舍己,ui/Icon3/wudongmian.png,2,2,6,1,0,1,0,6,350,100,160,100,0,100100*48+100114*48+100211*6,0,25,#[color=3A3A3A_size=24]防守时己方建筑内每死亡100个小兵增加1.6##[color=3A3A3A_size=24]点防御##[color=3A3A3A_size=24](副本闯关增加3.5##[color=3A3A3A_size=24]点)#
20407,舍己,ui/Icon3/wudongmian.png,2,2,6,1,0,1,0,7,400,100,180,100,0,100100*96+100114*72+100211*12,0,30,#[color=3A3A3A_size=24]防守时己方建筑内每死亡100个小兵增加1.8##[color=3A3A3A_size=24]点防御##[color=3A3A3A_size=24](副本闯关增加4##[color=3A3A3A_size=24]点)#
20501,智者,ui/Icon3/chaofan.png,2,3,100,0,0,1,0,1,600,5,200,5,0,100100*100,0,1,#[color=3A3A3A_size=24]进攻时有5%概率扣2##[color=3A3A3A_size=24]个进攻方小兵##[color=3A3A3A_size=24](副本闯关提升6##[color=3A3A3A_size=24])#
20502,智者,ui/Icon3/chaofan.png,2,3,100,0,0,1,0,2,1200,5,400,5,0,100100*100,0,8,#[color=3A3A3A_size=24]进攻时有5%概率扣4##[color=3A3A3A_size=24]个进攻方小兵##[color=3A3A3A_size=24](副本闯关提升12##[color=3A3A3A_size=24])#
20503,智者,ui/Icon3/chaofan.png,2,3,100,0,0,1,0,3,1800,5,600,5,0,100100*100,0,10,#[color=3A3A3A_size=24]进攻时有5%概率扣6##[color=3A3A3A_size=24]个进攻方小兵##[color=3A3A3A_size=24](副本闯关提升18##[color=3A3A3A_size=24])#
20504,智者,ui/Icon3/chaofan.png,2,3,100,0,0,1,0,4,2400,5,800,5,0,100100*100,0,15,#[color=3A3A3A_size=24]进攻时有5%概率扣8##[color=3A3A3A_size=24]个进攻方小兵##[color=3A3A3A_size=24](副本闯关提升24##[color=3A3A3A_size=24])#
20505,智者,ui/Icon3/chaofan.png,2,3,100,0,0,1,0,5,3000,5,1100,5,0,100100*100,0,20,#[color=3A3A3A_size=24]进攻时有5%概率扣11##[color=3A3A3A_size=24]个进攻方小兵##[color=3A3A3A_size=24](副本闯关提升30##[color=3A3A3A_size=24])#
20506,智者,ui/Icon3/chaofan.png,2,3,100,0,0,1,0,6,3600,5,1400,5,0,100100*100,0,25,#[color=3A3A3A_size=24]进攻时有5%概率扣14##[color=3A3A3A_size=24]个进攻方小兵##[color=3A3A3A_size=24](副本闯关提升36##[color=3A3A3A_size=24])#
20507,智者,ui/Icon3/chaofan.png,2,3,100,0,0,1,0,7,4200,5,1700,5,0,100100*100,0,30,#[color=3A3A3A_size=24]进攻时有5%概率扣17##[color=3A3A3A_size=24]个进攻方小兵##[color=3A3A3A_size=24](副本闯关提升42##[color=3A3A3A_size=24])#
20601,隐蔽,ui/Icon3/chaofan.png,2,3,100,0,0,1,0,1,200,0,100,0,0,100100*100,0,1,#[color=3A3A3A_size=24]无敌1#秒，不可选中#[color=3A3A3A_size=24](副本闯关提升2##[color=3A3A3A_size=24])#
20602,隐蔽,ui/Icon3/chaofan.png,2,3,100,0,0,1,0,2,400,0,200,0,0,100100*100,0,8,#[color=3A3A3A_size=24]无敌2#秒，不可选中#[color=3A3A3A_size=24](副本闯关提升4##[color=3A3A3A_size=24])#
20603,隐蔽,ui/Icon3/chaofan.png,2,3,100,0,0,1,0,3,600,0,300,0,0,100100*100,0,10,#[color=3A3A3A_size=24]无敌3#秒，不可选中#[color=3A3A3A_size=24](副本闯关提升6##[color=3A3A3A_size=24])#
20604,隐蔽,ui/Icon3/chaofan.png,2,3,100,0,0,1,0,4,800,0,400,0,0,100100*100,0,15,#[color=3A3A3A_size=24]无敌4#秒，不可选中#[color=3A3A3A_size=24](副本闯关提升8##[color=3A3A3A_size=24])#
20605,隐蔽,ui/Icon3/chaofan.png,2,3,100,0,0,1,0,5,1000,0,500,0,0,100100*100,0,20,#[color=3A3A3A_size=24]无敌5#秒，不可选中#[color=3A3A3A_size=24](副本闯关提升10##[color=3A3A3A_size=24])#
20606,隐蔽,ui/Icon3/chaofan.png,2,3,100,0,0,1,0,6,1200,0,600,0,0,100100*100,0,25,#[color=3A3A3A_size=24]无敌6#秒，不可选中#[color=3A3A3A_size=24](副本闯关提升12##[color=3A3A3A_size=24])#
20607,隐蔽,ui/Icon3/chaofan.png,2,3,100,0,0,1,0,7,1400,0,700,0,0,100100*100,0,30,#[color=3A3A3A_size=24]无敌7#秒，不可选中#[color=3A3A3A_size=24](副本闯关提升14##[color=3A3A3A_size=24])#
30101,迅捷,ui/Icon3/hanbaokele.png,3,1,6,1,0,1,1,1,50,0,50,0,0,100100*1+100131*3,0,1,#[color=3A3A3A_size=24]移速提升0.5%##[color=3A3A3A_size=24]#
30102,迅捷,ui/Icon3/hanbaokele.png,3,1,6,1,0,1,1,2,75,0,75,0,0,100100*3+100131*9,0,8,#[color=3A3A3A_size=24]移速提升0.75%##[color=3A3A3A_size=24]#
30103,迅捷,ui/Icon3/hanbaokele.png,3,1,6,1,0,1,1,3,100,0,100,0,0,100100*7+100131*15,0,10,#[color=3A3A3A_size=24]移速提升1%##[color=3A3A3A_size=24]#
30104,迅捷,ui/Icon3/hanbaokele.png,3,1,6,1,0,1,1,4,125,0,125,0,0,100100*13+100131*24,0,15,#[color=3A3A3A_size=24]移速提升1.25%##[color=3A3A3A_size=24]#
30105,迅捷,ui/Icon3/hanbaokele.png,3,1,6,1,0,1,1,5,150,0,150,0,0,100100*24+100131*36,0,20,#[color=3A3A3A_size=24]移速提升1.5%##[color=3A3A3A_size=24]#
30106,迅捷,ui/Icon3/hanbaokele.png,3,1,6,1,0,1,1,6,200,0,200,0,0,100100*48+100131*48+100221*6,0,25,#[color=3A3A3A_size=24]移速提升2%##[color=3A3A3A_size=24]#
30107,迅捷,ui/Icon3/hanbaokele.png,3,1,6,1,0,1,1,7,250,0,250,0,0,100100*96+100131*72+100221*12,0,30,#[color=3A3A3A_size=24]移速提升2.5%##[color=3A3A3A_size=24]#
30201,提速,ui/Icon3/shutiao.png,3,2,6,1,0,1,0,1,500,0,400,0,5+10+15+20+0,100100*1+100132*3,0,1,#[color=3A3A3A_size=24]建筑升级速度提升4%##[color=3A3A3A_size=24]#
30202,提速,ui/Icon3/shutiao.png,3,2,6,1,0,1,0,2,800,0,600,0,5+10+15+20+0,100100*3+100132*9,0,8,#[color=3A3A3A_size=24]建筑升级速度提升6%##[color=3A3A3A_size=24]#
30203,提速,ui/Icon3/shutiao.png,3,2,6,1,0,1,0,3,1000,0,800,0,5+10+15+20+0,100100*7+100132*15,0,10,#[color=3A3A3A_size=24]建筑升级速度提升8%##[color=3A3A3A_size=24]#
30204,提速,ui/Icon3/shutiao.png,3,2,6,1,0,1,0,4,1200,0,1000,0,5+10+15+20+0,100100*13+100132*24,0,15,#[color=3A3A3A_size=24]建筑升级速度提升10%##[color=3A3A3A_size=24]#
30205,提速,ui/Icon3/shutiao.png,3,2,6,1,0,1,0,5,1400,0,1200,0,5+10+15+20+0,100100*24+100132*36,0,20,#[color=3A3A3A_size=24]建筑升级速度提升12%##[color=3A3A3A_size=24]#
30206,提速,ui/Icon3/shutiao.png,3,2,6,1,0,1,0,6,1600,0,1400,0,5+10+15+20+0,100100*48+100132*48+100221*6,0,25,#[color=3A3A3A_size=24]建筑升级速度提升14%##[color=3A3A3A_size=24]#
30207,提速,ui/Icon3/shutiao.png,3,2,6,1,0,1,0,7,1800,0,1600,0,5+10+15+20+0,100100*96+100132*72+100221*12,0,30,#[color=3A3A3A_size=24]建筑升级速度提升16%##[color=3A3A3A_size=24]#
30301,领袖,ui/Icon3/jichi.png,3,2,6,1,0,1,1,1,500,0,300,0,0,100100*1+100133*3,0,1,#[color=3A3A3A_size=24]兵营产兵速度提升3%##[color=3A3A3A_size=24]#
30302,领袖,ui/Icon3/jichi.png,3,2,6,1,0,1,1,2,600,0,400,0,0,100100*3+100133*9,0,8,#[color=3A3A3A_size=24]兵营产兵速度提升4%##[color=3A3A3A_size=24]#
30303,领袖,ui/Icon3/jichi.png,3,2,6,1,0,1,1,3,700,0,500,0,0,100100*7+100133*15,0,10,#[color=3A3A3A_size=24]兵营产兵速度提升5%##[color=3A3A3A_size=24]#
