id,text,text2
409,星星总数要超过%以上哦！,
410,士兵军队到达上限啦！不能再增加军队了！,
411,道具选择提示,
412,道具还没带啦！确定就这样开始战斗？,
413,啊嘞？钻石不够？买不起啊T_T,
414,这个道具还未选择使用目标哦,
415,数据获取异常！您的结算数据已记录,
416,您已经失败！不能使用道具,
417,恭喜您获得,
418,今日充值已达上限，明日再来吧!,
419,重新连接服务器成功！,
420,通关美味大冒险第一章第6关即可开启天赋系统,
421,新手传给OSS节点错误，ID是%d,
422,服务器即将关闭,
423, ,
424,确定要使用钥匙开启宝箱吗？你还可以继续完成任务提升钥匙等级获得更好的宝箱奖励哦,
425,请先解锁第3章第1关,
500,这是属于你的军队,
600,领取成就失败,
601,获得%d点成就点数,
602,可领取,
603,已领取,
604,去完成,
605,可获得,
606,成就点,
607,该章节未开放,
608,该关卡未开放,
609,(%d个玩家已完成),
700,钻石,
701,体力,
702,精力,
703,当前没有收到邮件!,
704,%s至%s,
705,开房券,
706,永久,
707,%d天,
708,领取,
709,已领取,
801,正在登录中哦，请稍后再来看看~,自动登录提示
802,服务器有点繁忙哦，请稍后再来登录看看~,
803,星系满员拉，您前面还有%d个指挥官在排队等待登船，请耐心等待,
804,QAQ星系联络中断了，要重新进入战斗了,断线提示
805,荣誉竞技场竞技场维修整改中，请稍后再来~,服务器维护
806,登录中，请耐心等等~,
807,网络连接异常，请检查网络后重试！,
808,当前版本:%s,
809,微信登录中,
810,QQ登录中,
811,游客登录中,
812,服务器连接失败,
821,本次改名需要99钻石哦,99
822,啊嘞？钻石不够？修改不了啊T_T,
823,咦？是谁跟您一样有品味，已经抢先注册了这个名字,
824,嘿，别逗，你确定你改了名字么？！嗯？,修改名字重名
825,昵称不能含有非法字符、空格、特殊字符以及长度不能超过6个汉字或9个字符,昵称规范
826,本次修改名字免费,修改名字免费
827,昵称不能含有【%s】字符,
828,指挥官，一切准备就绪随时可以出发！,
829,马上就要开车了，快上来吧！,
841,领取连胜奖励成功,
842,领取连胜奖励失败,
843,连胜奖励每日只能领取一次，继续参与荣誉竞技场并取得连胜可多获取【%d】荣誉，你确定现在就要领取连胜奖励吗？,
844,勇者之心,
845,战斗狂人,
846,活动未开启,
847,活动暂未开放，敬请期待！,
848,您已经连续胜利了%d次，可领取%d荣誉！,
849,连胜次数已达上限，可领取%d荣誉！,
850,今日任务完成,
851,今日任务未完成，不能领取奖励,
852,(获得加成：荣誉+%d%%),
853,狂欢周：荣誉+,
854,：荣誉+,
861,匹配中，请耐心等待,
881,体力满满的，去探险吧~,体力满
882,每5分钟会自动恢复1点体力哦,体力不满
883,精力满满的，去参与争霸吧~,精力满
884,每5分钟会自动恢复1点精力哦,精力不满
885,通关美味大冒险1-4开启神将召唤,
900,购买体力,
901,是否花费50钻石购买50点体力,
902,购买精力,
903,挑战次数不足，是否花费%d钻石购买？,
904,嘿，钻石不够了，去商城买点钻石吧？,
905,真的要认输了么T_T，投降后将立即退出游戏哦,
906,购买成功,
907,QAQ你被击败啦，要留下来看其他指挥官的战斗吗？,
908,已经满啦,
909,%d钻石,
910,温馨提示,
911,使用说明:,
912,购买新手礼包,
913,是否花费%d钻石购买新手礼包,
914,确定要认输吗？战斗开始后，2分钟之内认输，将无法获得任何奖励哦~,
915,确定退出观看吗？,
916,购买次数已用尽,
1000,暂不开放,
1001,你的网络不给力,
1002,新兵,pvp排名0
1003,匹配中，请耐心等待,
1004,荣誉不足200，无法进行匹配哦！,
1005,对战%d场后获得,
1006,成功扣除200荣誉,
1007,--,
1008,新手保护场%d/%d,
1011,青铜组%d名,
1012,白银组%d名,
1013,黄金组%d名,
1014,钻石组%d名,
1015,王者组%d名,
1016,只有房主能切换房间模式,
1017,2人对战模式,
1018,4人对战模式,
1019,好友邀请已发送,
1020,你已经离开房间了,
1021,是否接受[%s]的邀请进入房间对战？,
1022,是否删除该邀请信息？,
1023,全服邀请已发送,
1024,确定创建一个对战房间吗？,
1025,房间人数太多，无法切换房间模式,
1026,已经进入倒计时，无法踢走玩家,
1027,已经进入倒计时，无法切换模式,
1028,快去邀请一个对手进来吧,
1029,该房间已经不存在，无法进入,
1030,每日20:00-21:00开放,
1031,积分.荣誉一起拿！,
1032,海量荣誉随便抢！,
1033,道具党走开%s公平对战赢积分！,
1034,参与对战场数大于%d场才可进入无道具场！,
1035,你正在处于新手保护场%d/%d，积分不会发生任何变化,
1051,开房对战时，房主会有额外的积分奖励哦,pvp小知识
1052,快速匹配模式能让你更快的找到对手，胜利后还可获得宝箱哟！,
1053,每天中午12:00到14:30可以领取额外的体力哦,
1054,根据快速匹配的连胜次数每天可以领取大量的钻石奖励,
1055,美味战争的荣誉竞技场都是真人实时对战，需要双方同时在线,
1081,随机模式规则描述,
1082,房间模式规则描述,
1083,无道具模式规则描述,
1084,%d%s连胜,
1085,连胜+%d荣誉,
1086,终结+%d荣誉,
2000,兵力上限,
2001,产兵速度,
2002,防御,
2003,攻击速度,
2004,全体攻击,
2005,全体防御,
2009,激活码不存在,
2010,激活码类型不存在,
2011,激活码已经被使用了,
2012,参数错误,
2013,礼包类型已经使用过了,
2014,未输入激活码,
2015,输入激活码长度不够,
2016,兑换成功，请打开邮件领取奖励！,
2022,粽子,
2023,汉堡,
2024,蛋糕,
2050,产兵速度,
2051,移动速度,
2052,攻击力,
2053,防御力,
2054,道具,
2055,野怪,
2056,士气,
2100,%s增加%d%%,
2101,%s减少%d%%,
2102,剩余%d分钟,
3001,匹配失败,
3002,精力不够拉，不能参与争霸了T_T,
3003,测试期间每天中午12点到14点；晚上19点到22点开放PVP,
30030,#[color=b7600e_size=24]让我们看看他战斗中的英姿吧#,
30031,#[color=b7600e_size=24]点击装备。只有装备上的美味将军技能才会生效哦#,
30032,#[color=b7600e_size=24]快速匹配模式中获得胜利就能获得超稀有宝箱！#,
30033,#[color=b7600e_size=24]让我们换一个角色体验一下吧#,
30034,#[color=b7600e_size=24]获得新的##[color=ff0000_size=24]角色##[color=b7600e_size=24]！#,
30035,#[color=b7600e_size=24]去角色里面装戴一下吧#,
30036,#[color=b7600e_size=24]点击新获得的角色#,
30037,#[color=b7600e_size=24]点击装备#,
30038,#[color=b7600e_size=24]装备成功，现在你换了一个新的角色造型了#,
3005,当前房间不存在,
4001,礼包码不存在,
4003,成就奖励不存在,
4004,成就点数或者等久等级错误,
4005,成就奖励已经领取完了不能重复领取,
4006,成就没有完成,
5001,快点开始吧！士兵们已经按耐不住了,pvp聊天
5002,邀请好友来吧,
5003,快开始吧,
5004,稍等一下,
5005,再来一次,
6201,任务不存在,
6202,任务不存在,
6203,任务还没完成哦！,
7001,还可输入%d个字,
7002,聊天内容不能为空,
7003,聊天内容长度超过上限,
7004,【邀战】我开启了对战房间，挑战全服，不服来战！点击加入,
7005,你说话太快啦，请等%d秒后再试,
7006,该条邀战信息已过期,
7007,请先通过美味大冒险第6关,
7008,请先通过美味大冒险第18关,
7009,玩家等级到达%d级，就可以接受其他玩家邀请啦！,
7010,本次发言免费(%d次),
7011,本次发言消耗10,
7012,免费聊天次数不足,
7013,发送成功,
7014,只能输入60个字以内,
7015,发送消息间隔还剩%d秒,
8000,好友人数已满！,
8001,你们已经是好友了！,
8002,玩家信息输错啦！,
8003,确定要把他移除好友吗,
8004,最近,
8005,%d小时前,
8006,%d天前,
8007,%d个月前,
8008,很久以前,
8009,更换头像成功,
8010,在线,
9001,当前不在活动时间内！请在12:00-14:30之间来领取哦,
9002,当前不在活动时间内！请在12:00-14:30之间来领取哦,
9003,体力大放送,
9004,精力大放送,
9005,体力在手，通关不愁,
9006,精力我有，PK无忧,
9007,领取成功,
10000,击败野怪：,
10001,辣椒,
10002,大葱,
10003,鸡蛋,
10004,奶酪,
10005,蒜头,
10006,虾米,
10007,全体攻击提升,
10008,全体防御提升,
10009,随机建筑兵力全满,
10010,全体箭塔攻速提升,
10011,全体产兵速度提升,
10012,全体移动速度提升,
11001,注意囤积士兵来升级兵营,
11002,升级兵营可以提高生产萌包的速度哦,
11003,出征的萌包要比对方多才能成功占领,
11004,转换卷可以把兵营转换成其他建筑,
11005,冰风暴会冻结全体出征的军队哦,
11006,大火球的伤害是不分敌我的哦,
11007,只有在特定的关卡里可以升级到5级兵营,
11008,升级箭塔只能提升箭塔的攻击速度,
11009,箭塔不是兵营，不会生产小兵哦,
11010,占领军备所会提升全军的攻击与建筑防御,
12000,更新存档中，请稍后...,
12001,更新存档完成,
12002,是否同步存档,
12003,直接进入游戏，会导致之前游戏数据丢失,
12004,取消拉取存档直接进入游戏，会导致之前游戏数据丢失,
13001,青铜,
13002,白银,
13003,黄金,
13004,钻石,
13005,排名,
13006,玩家,
13007,胜率,
13008,积分,
13009,局数,
13010,最近在和%s的比赛中获胜,
13011,最近在和%s的比赛中失败,
13012,当前关卡未开放通关视频的观看功能,
13013,收获%d积分,
13014,扣除%d积分,
13015,获得%d荣誉,
13016,荣誉,
14001,荣誉+,
14002,积分+,
14003,积分-,
14004,(房主奖励+%d),
14005,房主奖励,
14006,未上榜,
14007,已经通关或失败%d次后，开放通关视频观看功能,
14008,(已完成),
14009,狂欢周,
14010,限量,
14011,%d天后刷新,
14012,贵族,
14013,连胜,
14014,常胜将军+%d%%,
14998,#[color=3A3A3A]宝箱队列上限提高至##[color=C72F0C]%d小时#,
14999,#[color=3A3A3A]专属角色（暂未开放）#,
15000,#[color=3A3A3A]至尊宝箱掉率提高##[color=C72F0C]%d%%#,
15001,#[color=3A3A3A]体力上限值提高至##[color=C72F0C]%d#,
15002,#[color=3A3A3A]解锁##[color=C72F0C]%s##[color=3A3A3A]专属边框#,
15003,#[color=3A3A3A]宝箱荣誉值获得##[color=C72F0C]%d%%##[color=3A3A3A]的加成#,
15004,#[color=3A3A3A]%s##[color=3A3A3A]每日礼包#,
15005,#[color=3A3A3A]商城购买道具享受##[color=C72F0C]%d##[color=3A3A3A]折优惠#,
15006,#[color=3A3A3A]包含##[color=C72F0C]%s##[color=3A3A3A]所有特权#,
15007,#[color=3A3A3A]宝箱队列上限提高至##[color=C72F0C]%.1f小时#,
15008,荣誉不足,
15009,是否花费%d钻石购买%s,
15010,主人，您的%s还剩余%d天就到期了！我不想离开主人您，请让我继续陪着您吧！,
15011,主人，难道是我做的不够好吗？不要离开我好吗？,
15012,%s到期提醒,
15013,%s才可以使用此头像,
15014,您当前为%s，是否继续购买%s？,
15015,您成为尊贵的%s后，我们将帮您冻结已有贵族时间,
15016,剩余%d天%d小时%d分钟,
15017,剩余%d天%d小时%d分钟（冻结）,
15018,(+%d%%),
15019,贵族1开启,
15020,贵族2开启,
15021,贵族3开启,
15022,是否花费%d荣誉购买%s,
15023,是否花费%dRMB购买%s,
15024,未开通,
15025,#[color=989898]开启天赋##[color=de6900]色泽#,
15026,再花费%d钻石直升贵族3，尊享至尊特权！,
16100,#[color=B5631A_size=24]攻击:#,
16200,#[color=B5631A_size=24]防御:#,
16300,#[color=B5631A_size=24]速度:#,
16400,#[color=B5631A_size=24]产兵:#,
16500,#[color=B5631A_size=24]士气:#,
16600, ,
16601, ,
16700,天赋:【%s】！,
16701,攻击全面提升,
16702,防御全面提升,
16703,兵力+%d,
16704,士气全面提升,
16801,攻击,
16802,防御,
16803,速度,
16804,兵力,
16805,士气,
16806,%s%s天赋,
16807,Lv.%d,
16808,%d级天赋效果：,
16809,【%s天赋】,
16810,还没有美食哦，赶快去收集吧,
16811,LV%d开启,
16812,贵族锁定,
16813,未开放,
16814,贵族%d开启,
16815,初阶,
16816,中阶,
16817,高阶,
16818,贵族,
16820,LV%d可学习,
16830,贵族锁定,
16831,贵族1锁定,
16832,贵族2锁定,
16833,贵族3锁定,
16840,未开放,
16850,贵族%d开启,
16851,贵族1可学习,
16852,贵族2可学习,
16853,贵族3可学习,
16860, ,
16861,学习需要,
16862,材料不足，无法学习,
16863,材料不足，无法升级,
16864,材料说明:,
16865,道具说明,
16866,#[color=85480f_size=24]等级达到#@%d$#[color=85480f_size=24]级#,
16867,学%s习,
16868,升%s级,
16901,参与每日签到即可获得天赋材料,
16902,通过荣誉竞技场获得荣誉点数，再去荣誉商店兑换天赋材料！,
16903,参与荣誉竞技场对战，有机会获得天赋材料,
16904,狂欢周活动任务奖励有天赋材料送出哦！,
16905,勇者之心活动任务奖励有天赋材料送出哦！,
16906,完成每日任务打开任务宝箱就有机会获得天赋材料,
16907,完成关卡即可获得天赋材料,
16908,以三星评价完成关卡即可获得天赋材料,
16909,利用美味大冒险收集的关卡评星开启宝箱即可获得天赋材料,
16910,参与荣誉竞技场，争夺排行榜排名有机会获得天赋材料奖励,
16911,在神将召唤中获得,
16912,太棒了！您已获得了该途径的全部材料！,
16913,通过荣誉竞技场获得荣誉点数，再去荣誉商店兑换【黄金天赋材料宝箱】！,
16914,通过荣誉竞技场获得荣誉点数，再去荣誉商店兑换【钻石天赋材料宝箱】！,
17001,%d年%d月%d日-%d年%d月%d日,
17002,参与随机匹配对战%d次,
17003,随机匹配对战获胜%d次,
17004,获得1次%d连胜,
17005,参与开房对战%d次,
17006,排位赛累计获得%d积分,
17007,参与无道具模式%d次,
17008,无道具模式获胜%d次,
18001,确定分享所得奖励,
18002,请输入五个字符的邀请码,
18003,已被邀请过，不能再输入邀请码,
18004,输入的邀请码错误,
18005,不能输入自己的邀请码,
18006,邀请码不存在,
18007,邀请码输入重复,
18008,您已五星好评过了！,
18009,今日已获得3次观看影片奖励！,
18010,获得的奖励已发送至您的邮件，请查收！,
18011,请绑定Facebook账号之后再使用！,
18012,免费钻石,
18013,每次观看一段影片后，可免费获得1钻石。每天最多可领取3钻石,
19000,我的积分,
19001,奖励,
19002,全服当前阶段,
19003,当前没有排行数据,
19004,首冲礼包,
19005,累冲礼包,
20001,%d年%d月%d日获得,
20002,暂未获得,
20003,暂未开启,
20004,佩戴成功,
20005,佩%s戴,
20006,获%s取,
20007,升%s级,
21101,#[color=B5631A_size=20]还剩##[color=FF0000_size=20]%d##[color=B5631A_size=20]个礼包#,
21102,#[color=FF0000_size=20]%d##[color=B5631A_size=20]天##[color=FF0000_size=20]%d##[color=B5631A_size=20]小时#,
21103,#[color=FF0000_size=20]%d##[color=B5631A_size=20]小时##[color=FF0000_size=20]%d##[color=B5631A_size=20]分钟#,
21104,是否花费%d钻石购买%s,
22000,%d名,
22001,贵族1,
22002,贵族2,
22003,贵族3,
22004,%d场,
22005,%d次,
22006,该玩家隐藏了美味档案！,
22007,美味档案对其他玩家可见！,
22008,美味档案对其他玩家不可见！,
22009,签名不能含有非法字符、空格、特殊字符以及长度不能超过15个汉字或22个字符!,
22010,签名不能含有【%s】字符!,
22101,通关%s第%d关,
22102,收集星星%s,
22103,确定,
22104,通关奖励,
22105,满星奖励,
22106,本章节所有星星宝箱已领取,
22107,当前关卡暂未开放，敬请期待！,
22108,超越全服%d%%玩家,
22109,分数超越第%d名,
22110,全服最高纪录,
22111,英勇神武的\\c[6ffe16]%s\\c[ffffff]在美味大冒险第%d章第%s关刷新了最高分数，大家为他欢呼！！！,
22112,您今日可跳过关卡次数已用完,
22113,跳关成功,
22121,1.系统将为你随机分配实力相当的对手，保护游戏的平衡性,
22122,2.掠夺敌人的资源，占领兵营,
22123,3.摧毁敌人的所有势力会获得胜利,
22131,天赋对你来说如虎添翼，你可以通过不同的天赋来提升属性，增强战斗力,
22141,每天有三个不同的任务，完成日常任务可获得大量的奖励,
22151,你跟好友的第一场比赛,
22152,1.在游戏中，选择多人对战选项,
22153,2.你会看到一个开房对战，点击开房对战按钮，自己创建一个房间,
22154,3.“邀请好友”可以邀请你好友列表中的玩家一起游戏,
22155,4.房间人数上限为1~4人，好友进入房间后，点击“开始”比赛就会开始了,
22161,将军会在战斗中提升你的战斗属性，这对你的战斗会有很大的帮助，不同的将军有不同的技能哟,
22201,前去于其他玩家作战获得荣誉,
22202,剩余:%d天,
22203,剩余:%d小时,
22204,剩余:%02d:%02d,
23000,%02d:%02d:%02d,
23001,%02d:%02d:%02d,
23002,%02d:%02d:%02d,
23003,%d天%d小时,
23004,初级召唤,
23005,高级召唤,
23006,高级召唤x10,
23100,#[color=C15516]本周内需要完成##[color=FF0000]%d/%d##[color=C15516]场快速匹配战斗才可领取该礼包#,
23101,#[color=C15516_size=20]再获得##[color=C15516_size=20]%d##[color=C15516_size=20]积分可获得下一阶段奖励#,
23102,%s宝箱,
23103,排行榜没你大名，无法领取,
23104,后可领取,
23201,今日任务,
23202,明日任务,
23203,点击领取,
23204,明日可领取,
24001,%d天%02d小时,
24002,已满级,
24003,%02d小时,
24004,%02d分,
24005,%02d秒,
24006,使用期限：,
30001,#[color=7f440c_size=30]小笼包：##[color=ff0000_size=24]划动出击##[color=b7600e_size=24]，派遣部队消灭敌军！#,
30002,#[color=7f440c_size=30]小笼包：##[color=ff0000_size=24]双击升级##[color=b7600e_size=24]兵营，就能快速生产小兵。#,
30003,#[color=7f440c_size=30]小笼包：##[color=b7600e_size=24]升级成功后出兵打败敌军！#,
30004,#[color=7f440c_size=30]小笼包：##[color=b7600e_size=24]灰色建筑是##[color=ff0000_size=24]中立##[color=b7600e_size=24]兵营。只要占领它就可以变成自己的兵营。#,
30005,#[color=7f440c_size=30]小笼包：##[color=b7600e_size=24]派出的部队要比兵营内的小兵多才能攻下，趁现在集中兵力抢占中立兵营。#,
30006,#[color=7f440c_size=30]小笼包：##[color=b7600e_size=24]攻占成功！一口气解决敌军吧！#,
30007,#[color=7f440c_size=30]小笼包：##[color=b7600e_size=24]这个是##[color=ff0000_size=24]箭塔##[color=b7600e_size=24]，会自动攻击范围内的敌军。#,
30008,#[color=7f440c_size=30]小笼包：##[color=b7600e_size=24]使用右侧##[color=ff0000_size=24]兵力条##[color=b7600e_size=24]，合理调整出兵比例，可以进行分兵防守。#,
30009,#[color=7f440c_size=30]小笼包：##[color=b7600e_size=24]现在敌军没兵了，全力进攻赢取胜利吧！#,
30010,#[color=7f440c_size=30]小笼包：##[color=b7600e_size=24]这个是##[color=ff0000_size=24]军备所##[color=b7600e_size=24]，不会生产小兵，但可以提升所有部队的攻防。我们快先占领它！#,
30011,#[color=7f440c_size=30]小笼包：##[color=b7600e_size=24]占领成功！部队拿起了武器，继续进攻吧！#,
30012,#[color=7f440c_size=30]小笼包：##[color=ff0000_size=24]野生食物##[color=b7600e_size=24]可以在一定时间内获得##[color=ff0000_size=24]增益效果和士气，##[color=b7600e_size=24]随时注意头像旁边的士气槽，保证士兵的士气值。#,
30013,#[color=7f440c_size=30]小笼包：##[color=b7600e_size=24]士气可以强化部队，##[color=ff0000_size=24]以少胜多##[color=b7600e_size=24]战胜敌军吧！#,
30014,#[color=7f440c_size=30]小笼包：##[color=b7600e_size=24]使用##[color=ff0000_size=24]朝天椒##[color=b7600e_size=24]道具消灭敌方部队。#,
30015,#[color=7f440c_size=30]小笼包：##[color=b7600e_size=24]使用##[color=ff0000_size=24]兵力包##[color=b7600e_size=24]能给自己的兵营快速补充小兵。#,
30016,#[color=7f440c_size=30]小笼包：##[color=b7600e_size=24]每个道具都有不同的效果，可到商城购买查看，现在继续消灭剩余敌军吧。#,
30017,#[color=7f440c_size=30]小笼包：##[color=b7600e_size=24]这个建筑是##[color=ff0000_size=24]先锋营##[color=b7600e_size=24]，进入先锋营后再出击，可以使部队移动速度大幅提升。#,
30018,#[color=7f440c_size=30]小笼包：##[color=b7600e_size=24]成功占领先锋营！快速出击吧！#,
30019,#[color=ff0000_size=24]新手训练营##[color=b7600e_size=24]可以更快了解游戏玩法和技巧哦#,
30020,#[color=b7600e_size=24]完成训练营关卡可以获得##[color=ff0000_size=24]新手勋章##[color=b7600e_size=24]哦！#,
30021,#[color=b7600e_size=24]命名成功！马上出发！#,
30022,#[color=b7600e_size=24]点击进入##[color=ff0000_size=24]教学#,
30023,#[color=b7600e_size=24]先来进行关卡冒险吧！#,
30024,#[color=7f440c_size=30]小笼包：##[color=b7600e_size=24]利用先锋营获得胜利吧！#,
30025,#[color=b7600e_size=24]前往神将召唤体验一番吧！#,
30026,#[color=b7600e_size=24]每天有一次免费召唤机会#,
30027,#[color=b7600e_size=24]获得强力##[color=ff0000_size=24]将军##[color=b7600e_size=24]！去安排他出战吧#,
30028,#[color=b7600e_size=24]这个就是你已经拥有的将军#,
30029,#[color=b7600e_size=24]这里是他的专属技能#,
30033,#[color=b7600e_size=24]让我们换一个角色体验一下吧#,
30034,#[color=b7600e_size=24]获得新的##[color=ff0000_size=24]角色##[color=b7600e_size=24]！#,
30035,#[color=b7600e_size=24]去角色里面装戴一下吧#,
30036,#[color=b7600e_size=24]点击新获得的角色#,
30037,#[color=b7600e_size=24]点击装备#,
30038,#[color=b7600e_size=24]装备成功，现在你换了一个新的角色造型了#,
30040,使用了%d个%s，回复%d点%s,
30041,您的%s已经很充沛了，快去战斗吧,
30042,买体力药水,
30043,买百炼精石,
30044,送天赋材料,
30045,送天赋材料或将军,
30046,#[color=7f440c_size=30]近卫军：##[color=b7600e_size=24]蛮族人和鬼武者正在对峙，我们先偷袭鬼武者的兵营吧，##[color=ff0000_size=24]划动屏幕出兵##[color=b7600e_size=24]，进攻！#,
30047,#[color=7f440c_size=30]近卫军：##[color=b7600e_size=24]干得漂亮，现在我们把兵营升级吧，##[color=ff0000_size=24]双击建筑升级#,
30048,出发出发！碾碎他们！,
30049,反击！夺取城池！,
30050,大胆！居然敢跟我抢！,
30051,#[color=7f440c_size=30]近卫军：##[color=b7600e_size=24]他们已经互相攻打消耗不少了，趁现在，进攻下一个据点#,
30052,#[color=7f440c_size=30]鬼武者的##[color=2e3192_size=30]牛魔王#：#[color=b7600e_size=24]可恶的近卫军，看我的！金刚牛魔罩！哈哈哈，让你打不动！#,
